Id,sentiment,Tweet
1240727808005079041,0.11607142857142900,
1240727808340414464,-0.05,
1240727808629813248,-0.7142857142857140,
1240727808617230336,0.7,
1240727808726482944,0,
1240727808705466370,0,
1240727808495812608,0.21666666666666700,
1240727808869097472,-0.2,
1240727809225441280,0,
1240727809074569225,-0.6500000000000000,
1240727809300901888,0,
1240727809477054464,0,
1240727809581973504,-0.5,
1240727809515040768,-0.35285714285714300,
1240727809556914176,0,
1240727809670164486,-0.78,
1240727810060279816,0,
1240727810249043969,0,
1240727810475470848,0.3,
1240727810525839362,0,
1240727810441953286,-0.0625,
1240727810605551617,0.6,
1240727810567737345,0,
1240727811024969728,0.2,
1240727810982936577,0,
1240727811012395008,-0.7142857142857140,
1240727811255656448,0,
1240727811377131521,0,
1240727811259805699,0,
1240727811301806081,0,
1240727811536465920,0.5,
1240727811624554497,-0.5,
1240727811612180481,0,
1240727811796721671,0.5,
1240727811884748800,0,
1240727812149063681,0.025000000000000000,
1240727812610437120,0,
1240727812887195648,0,
1240727812891447297,0.2,
1240727813008666624,-0.5666666666666670,
1240727813088522242,0,
1240727813713428484,0,
1240727813541560322,0,
1240727813851885570,-0.1625,
1240727813642235904,-0.022222222222222200,
1240727813923233792,-0.35,
1240727814573359110,-0.1,
1240727814640406534,0,
1240727814908805120,0.13636363636363600,
1240727815311495171,-0.125,
1240727815252774913,-0.5,
1240727815592521730,0,
1240727815668011008,0,
1240727815659630598,0,
1240727815877578752,-0.1625,
1240727816024387584,0,
1240727816016199680,-0.041666666666666700,
1240727816163012608,0,
1240727816196497414,0,
1240727816448212999,0,
1240727816422989824,-0.05,
1240727816393469952,0.5,
1240727816423051272,0.5,
1240727816619974656,0.13636363636363600,
1240727816511111168,0,
1240727816934764544,0,
1240727816922112000,0,
1240727816896995329,-0.35285714285714300,
1240727817458835457,0.0875,
1240727817572306944,0,
1240727817555447808,0.4166666666666670,
1240727817626750977,0,
1240727817836519427,0,
1240727817790337025,-0.35714285714285700,
1240727817765171202,-0.15000000000000000,
1240727817849114624,0,
1240727818755100673,0.4,
1240727818675331074,-0.5,
1240727818826215424,-0.5,
1240727818880745472,-0.7,
1240727819119968256,0.35714285714285700,
1240727819094802433,0,
1240727819300323329,-0.35285714285714300,
1240727819270979591,0.25,
1240727819472297987,-0.13333333333333300,
1240727819782520832,0,
1240727819837202439,0,
1240727820126560256,-0.1625,
1240727820155920387,0.5,
1240727820332138502,0,
1240727820499812352,-0.35285714285714300,
1240727820684361736,0.6666666666666670,
1240727820629946368,0,
1240727820713766916,-0.0625,
1240727820940251141,-0.16666666666666700,
1240727821028405249,0.35,
1240727821497982977,0,
1240727821414273027,-0.0625,
1240727821661556736,0.5,
1240727821737029632,0,
1240727821753950210,-0.35285714285714300,
1240727821812559872,0.15,
1240727821238108160,0,
1240727821829300225,0,
1240727821825323013,-0.3041666666666670,
